Number of genomes	Core genome
1	5567	#
1	5460	#
1	5662	#
1	5505	#
1	5439	#
1	5800	#
1	5861	#
1	5635	#
1	5451	#
1	5550	#
1	5646	#
1	5209	#
1	5297	#
1	5830	#
1	5808	#
1	5328	#
1	5357	#
1	5615	#
1	5149	#
1	5662	#
1	5648	#
1	6131	#
1	5527	#
1	5645	#
1	6045	#
1	5567	#
1	5280	#
1	5658	#
1	5385	#
1	5645	#
1	5814	#
1	5934	#
1	5321	#
1	5650	#
1	5385	#
1	5360	#
1	5570	#
1	5662	#
1	5451	#
1	5503	#
1	5274	#
1	5442	#
1	5259	#
1	5498	#
1	6050	#
1	5878	#
1	5743	#
1	5886	#
1	5922	#
1	5963	#
1	5667	#
1	5291	#
1	5457	#
1	5647	#
1	5963	#
1	5694	#
1	5321	#
1	5183	#
1	5208	#
1	5594	#
1	5389	#
1	5650	#
1	5268	#
1	5887	#
1	5720	#
1	5309	#
1	5457	#
1	5647	#
1	5897	#
1	5704	#
1	5727	#
1	5883	#
1	5369	#
1	5228	#
1	5307	#
1	5309	#
1	5569	#
1	5299	#
1	5681	#
1	5190	#
1	5608	#
1	6122	#
1	5793	#
2	2269	#
2	2246	#
2	2267	#
2	3195	#
2	3221	#
2	2274	#
2	2268	#
2	2316	#
2	3065	#
2	3242	#
2	2269	#
2	3403	#
2	2284	#
2	2306	#
2	2254	#
2	2245	#
2	2295	#
2	3839	#
2	3019	#
2	2251	#
2	2265	#
2	2243	#
2	3898	#
2	2241	#
2	4509	#
2	2442	#
2	2304	#
2	2330	#
2	2233	#
2	2304	#
2	4356	#
2	3066	#
2	2269	#
2	3881	#
2	2285	#
2	2363	#
2	4098	#
2	2326	#
2	2367	#
2	3920	#
2	2277	#
2	2264	#
2	2395	#
2	3458	#
2	2295	#
2	3160	#
2	3258	#
2	2376	#
2	3345	#
2	3938	#
2	2243	#
2	2289	#
2	2368	#
2	4571	#
2	2230	#
2	3004	#
2	4058	#
2	2279	#
2	2440	#
2	2269	#
2	2255	#
2	3353	#
2	3064	#
2	3827	#
2	2286	#
2	2289	#
2	4152	#
2	2320	#
2	2242	#
2	2288	#
2	2253	#
2	2390	#
2	2255	#
2	2367	#
2	3899	#
2	2256	#
2	2358	#
2	3118	#
2	4610	#
2	5324	#
2	2323	#
2	2345	#
2	3800	#
2	2270	#
2	3654	#
2	2343	#
2	2275	#
2	2218	#
2	2340	#
2	2294	#
2	2277	#
2	3073	#
2	3948	#
2	3109	#
2	3224	#
2	2317	#
2	3228	#
2	2339	#
2	2265	#
2	2235	#
2	3674	#
2	2270	#
2	2363	#
2	2380	#
2	2285	#
2	2301	#
2	2365	#
2	2254	#
2	2385	#
2	2257	#
2	2281	#
2	2975	#
2	4175	#
2	4081	#
2	2263	#
2	2285	#
2	2289	#
2	2266	#
2	2286	#
2	4108	#
2	2264	#
2	4358	#
2	3071	#
2	2287	#
2	4078	#
2	3858	#
2	3233	#
2	4159	#
2	2377	#
2	4542	#
2	2300	#
2	2318	#
2	2314	#
2	4218	#
2	2274	#
2	2352	#
2	4104	#
2	2400	#
2	3449	#
2	2259	#
2	3235	#
2	2313	#
2	3035	#
2	2315	#
2	2254	#
2	2377	#
2	4034	#
2	2291	#
2	3155	#
2	4051	#
2	3037	#
2	3755	#
2	2374	#
2	4417	#
2	2465	#
2	3267	#
2	2291	#
2	2950	#
2	2238	#
2	2219	#
2	4109	#
2	4583	#
2	2353	#
2	4854	#
2	2266	#
2	3056	#
2	3318	#
2	4159	#
2	2308	#
2	3679	#
2	2249	#
2	2257	#
2	2307	#
2	2255	#
2	2247	#
2	4079	#
2	2245	#
2	4035	#
2	3867	#
2	2252	#
2	3232	#
2	4497	#
2	2242	#
2	2262	#
2	3115	#
2	2308	#
2	2368	#
2	2369	#
2	2386	#
2	2357	#
2	3979	#
2	2370	#
2	2284	#
2	4478	#
2	3948	#
2	2319	#
2	4270	#
2	2369	#
2	2242	#
2	2234	#
2	3054	#
2	2369	#
2	4094	#
2	2294	#
2	2254	#
2	2302	#
2	2282	#
2	3960	#
2	3223	#
2	4701	#
2	2281	#
2	4244	#
2	4056	#
2	2347	#
2	2339	#
2	2475	#
2	4064	#
2	3625	#
2	3742	#
2	4464	#
2	2342	#
2	3828	#
2	3226	#
2	3948	#
2	2297	#
2	3224	#
2	2280	#
2	2288	#
2	2382	#
2	4092	#
2	3332	#
2	2238	#
2	2245	#
2	2390	#
2	2450	#
2	2268	#
2	3905	#
2	4121	#
2	2281	#
2	2301	#
2	2286	#
2	2258	#
2	2302	#
2	2278	#
2	3623	#
2	3837	#
2	2276	#
2	2355	#
2	2354	#
2	3902	#
2	2283	#
2	2293	#
2	2355	#
2	2306	#
2	2330	#
2	2262	#
2	3236	#
2	2270	#
2	4496	#
2	4397	#
2	3935	#
2	3863	#
2	2384	#
2	4000	#
2	2356	#
2	2287	#
2	2242	#
2	2334	#
2	3200	#
2	2244	#
2	2304	#
2	2368	#
2	2262	#
2	2351	#
2	3228	#
2	2254	#
2	3074	#
2	3062	#
2	3068	#
2	4050	#
2	3614	#
2	2925	#
2	3278	#
2	2226	#
2	2257	#
2	3780	#
2	2266	#
2	2212	#
2	2268	#
2	4171	#
2	2295	#
2	3149	#
2	2298	#
2	2401	#
2	3082	#
2	3001	#
2	2377	#
2	2335	#
2	2348	#
2	2268	#
2	3860	#
2	2381	#
2	2292	#
2	2940	#
2	2319	#
2	3289	#
2	2275	#
2	2305	#
2	3969	#
2	2274	#
2	3852	#
2	4433	#
2	3663	#
2	2362	#
2	3350	#
2	5393	#
2	2459	#
2	2232	#
2	3277	#
2	2249	#
2	3357	#
2	4067	#
2	3686	#
2	2247	#
2	2283	#
2	2333	#
2	3972	#
2	2410	#
2	2249	#
2	2368	#
2	2249	#
2	2283	#
2	2282	#
2	3160	#
2	2380	#
2	2256	#
2	3995	#
2	3023	#
2	2257	#
2	2254	#
2	3696	#
2	3054	#
2	2298	#
2	3479	#
2	2299	#
2	2259	#
2	2304	#
2	3231	#
2	2967	#
2	2273	#
2	4350	#
2	2320	#
2	2301	#
2	2341	#
2	3989	#
2	2258	#
2	3851	#
2	3850	#
2	2387	#
2	2284	#
2	2223	#
2	2247	#
2	2307	#
2	2996	#
2	2300	#
2	2373	#
2	2375	#
2	2379	#
2	4030	#
2	4691	#
2	2250	#
2	3044	#
2	2225	#
2	2294	#
2	2238	#
2	2232	#
2	3326	#
2	3074	#
2	2299	#
2	2272	#
2	3775	#
2	2301	#
2	2296	#
2	2284	#
2	2408	#
2	2234	#
2	2271	#
2	3858	#
2	2311	#
2	3832	#
2	2261	#
2	2311	#
2	2298	#
2	2228	#
2	2374	#
2	2927	#
2	2298	#
2	4339	#
2	2246	#
2	2281	#
2	3920	#
2	2243	#
2	3648	#
2	2373	#
2	2306	#
2	2325	#
2	2377	#
2	4037	#
2	2272	#
2	2332	#
2	2270	#
2	4097	#
2	2411	#
2	3225	#
2	2295	#
2	4283	#
2	2272	#
2	2270	#
2	2270	#
2	2347	#
2	2236	#
2	2304	#
2	4424	#
2	2376	#
2	2376	#
2	2315	#
2	2381	#
2	2277	#
2	5711	#
2	2261	#
2	2271	#
2	2305	#
2	2228	#
2	4772	#
2	2270	#
2	2266	#
2	4494	#
2	4058	#
2	2292	#
2	4461	#
2	3229	#
2	3896	#
2	3727	#
2	3779	#
2	2447	#
2	2355	#
2	3918	#
2	3179	#
2	3196	#
2	3129	#
2	3303	#
2	2279	#
2	2390	#
2	2367	#
2	3887	#
2	4780	#
2	2390	#
2	2266	#
2	2257	#
2	3076	#
2	2301	#
2	2263	#
2	4574	#
2	2263	#
2	2260	#
2	2257	#
2	4073	#
2	2943	#
2	2241	#
2	2268	#
2	2366	#
2	4444	#
2	3155	#
2	3298	#
2	3352	#
2	3999	#
2	2293	#
2	2251	#
2	3017	#
2	2978	#
2	2276	#
2	3222	#
2	4869	#
2	3609	#
2	2997	#
2	4223	#
2	3058	#
2	2897	#
2	2335	#
2	4080	#
2	2233	#
2	2387	#
2	2256	#
2	2368	#
2	3837	#
2	2297	#
2	2251	#
2	3452	#
2	4693	#
2	2311	#
2	2319	#
3	2252	#
3	2228	#
3	2128	#
3	2120	#
3	2128	#
3	2082	#
3	2181	#
3	2043	#
3	2248	#
3	2220	#
3	2170	#
3	4015	#
3	2122	#
3	2094	#
3	2126	#
3	2097	#
3	2153	#
3	2128	#
3	2109	#
3	2029	#
3	2158	#
3	2117	#
3	2141	#
3	2139	#
3	2091	#
3	2082	#
3	2203	#
3	2202	#
3	2174	#
3	2106	#
3	2142	#
3	2227	#
3	2182	#
3	2096	#
3	2145	#
3	2112	#
3	2124	#
3	2143	#
3	2078	#
3	2198	#
3	2087	#
3	3733	#
3	2175	#
3	2215	#
3	2131	#
3	2143	#
3	2120	#
3	2188	#
3	2196	#
3	4021	#
3	2160	#
3	2056	#
3	2169	#
3	2090	#
3	2118	#
3	2148	#
3	2174	#
3	2182	#
3	2203	#
3	2164	#
3	2174	#
3	2017	#
3	2174	#
3	2124	#
3	2206	#
3	2187	#
3	2124	#
3	2051	#
3	2098	#
3	2203	#
3	2141	#
3	2092	#
3	2135	#
3	2132	#
3	2063	#
3	2146	#
3	2234	#
3	2180	#
3	3481	#
3	2173	#
3	2272	#
3	2121	#
3	2035	#
3	2228	#
3	2186	#
3	2143	#
3	2151	#
3	3335	#
3	2175	#
3	2150	#
3	2116	#
3	2087	#
3	2074	#
3	2154	#
3	2192	#
3	2163	#
3	2257	#
3	2171	#
3	2086	#
3	2158	#
3	2143	#
3	2209	#
3	2037	#
3	2197	#
3	2092	#
3	2125	#
3	2088	#
3	2096	#
3	2151	#
3	2125	#
3	2152	#
3	3389	#
3	2090	#
3	2120	#
3	2100	#
3	2112	#
3	2141	#
3	2111	#
3	2097	#
3	2123	#
3	2174	#
3	2186	#
3	2230	#
3	2244	#
3	2128	#
3	2136	#
3	2058	#
3	2093	#
3	2143	#
3	2206	#
3	3550	#
3	4000	#
3	2122	#
3	2085	#
3	3437	#
3	2038	#
3	2085	#
3	2192	#
3	3718	#
3	2117	#
3	2162	#
3	2144	#
3	2249	#
3	3705	#
3	2274	#
3	2259	#
3	2175	#
3	2168	#
3	2132	#
3	2155	#
3	2310	#
3	2113	#
3	2132	#
3	2161	#
3	2097	#
3	2055	#
3	2171	#
3	2156	#
3	2066	#
3	2145	#
3	2184	#
3	2209	#
3	2170	#
3	2120	#
3	3355	#
3	3328	#
3	2157	#
3	3460	#
3	2157	#
3	2186	#
3	2148	#
3	2276	#
3	2145	#
3	2168	#
3	2124	#
3	4001	#
