Homology group id,class,Genome 1,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9,Genome 10,Genome 11,Genome 12,Genome 13,
1092,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
1093,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
1094,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
1095,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
1097,core,20,12,49,28,62,62,24,107,35,20,105,21,20
96787,core,20,9,47,28,45,45,15,103,20,20,103,20,20
179471,core,1,1,1,1,2,2,1,1,1,1,1,1,1
179472,core,1,1,1,2,1,1,1,1,1,1,1,1,1
179473,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179474,core,2,1,1,1,1,1,2,2,2,2,2,2,2
179475,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179477,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179478,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179479,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179480,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179481,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179482,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179483,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179484,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179485,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179486,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179487,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179488,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179490,core,1,2,1,1,1,1,1,1,1,1,1,1,1
179491,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179492,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179493,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179494,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179495,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179496,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179497,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179498,core,1,1,1,1,2,2,1,1,1,1,1,1,1
179499,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179500,core,1,1,2,1,1,1,2,2,1,1,2,1,1
179501,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179502,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179503,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179504,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179505,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179507,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179509,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179510,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179511,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179512,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179513,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179514,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179515,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179516,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
179517,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
