Number of genomes	Pan genome
1	1833	#
1	1821	#
1	1826	#
1	1849	#
1	1822	#
1	1756	#
1	1841	#
1	1843	#
1	1831	#
1	1848	#
1	1849	#
1	1878	#
1	1810	#
1	1821	#
1	1841	#
1	1775	#
1	1865	#
1	1815	#
1	1838	#
1	1821	#
1	1828	#
1	1862	#
1	1834	#
1	1815	#
1	1841	#
1	1854	#
1	1861	#
1	1844	#
1	1819	#
1	1755	#
1	1869	#
1	1820	#
1	1768	#
1	1843	#
1	1820	#
1	1820	#
1	1833	#
1	1855	#
1	1840	#
1	1842	#
1	1812	#
1	1820	#
1	1821	#
1	1823	#
1	1842	#
1	1823	#
1	1841	#
1	1781	#
1	1774	#
1	1842	#
1	1841	#
1	1879	#
1	1816	#
1	1791	#
1	1870	#
1	1818	#
1	1844	#
2	2182	#
2	2079	#
2	2221	#
2	2061	#
2	2072	#
2	2157	#
2	1849	#
2	2062	#
2	2055	#
2	2058	#
2	2058	#
2	2087	#
2	2247	#
2	2136	#
2	2135	#
2	2087	#
2	2060	#
2	1875	#
2	1942	#
2	2042	#
2	2046	#
2	1965	#
2	2069	#
2	1859	#
2	2085	#
2	2067	#
2	1861	#
2	1919	#
2	1922	#
2	2090	#
2	2058	#
2	2068	#
2	1968	#
2	2068	#
2	1892	#
2	2141	#
2	2215	#
2	2185	#
2	2104	#
2	2104	#
2	2006	#
2	1989	#
2	2111	#
2	2126	#
2	1830	#
2	2057	#
2	2125	#
2	1984	#
2	2244	#
2	1874	#
2	1967	#
2	2007	#
2	2006	#
2	2240	#
2	2074	#
2	2146	#
2	2090	#
2	2154	#
2	2097	#
2	1889	#
2	2225	#
2	2136	#
2	2192	#
2	2051	#
2	1830	#
2	2014	#
2	2053	#
2	1924	#
2	2067	#
2	1942	#
2	1948	#
2	2088	#
2	2170	#
2	2179	#
2	2071	#
2	2242	#
2	2216	#
2	2077	#
2	2101	#
2	2251	#
2	2081	#
2	2137	#
2	1833	#
2	2066	#
2	2182	#
2	2041	#
2	2131	#
2	2239	#
2	2234	#
2	2113	#
2	2157	#
2	1859	#
2	2091	#
2	2145	#
2	2107	#
2	2144	#
2	1866	#
2	2208	#
2	2183	#
2	1844	#
2	1827	#
2	2208	#
2	2141	#
2	2051	#
2	2069	#
2	1886	#
2	1830	#
2	1977	#
2	1861	#
2	1958	#
2	2019	#
2	2086	#
2	1949	#
2	2139	#
2	2066	#
2	2090	#
2	2044	#
2	2093	#
2	2057	#
2	2067	#
2	1970	#
2	2040	#
2	2053	#
2	1827	#
2	2072	#
2	1908	#
2	2153	#
2	2297	#
2	1927	#
2	2062	#
2	2111	#
2	2009	#
2	1882	#
2	1878	#
2	2182	#
2	2207	#
2	2162	#
2	1835	#
2	1866	#
2	1888	#
2	2176	#
2	2123	#
2	1944	#
2	2063	#
2	1914	#
2	2129	#
2	1893	#
2	1828	#
2	1900	#
2	1948	#
2	1922	#
2	2043	#
2	2068	#
2	2211	#
2	1930	#
2	2166	#
2	2149	#
2	2160	#
2	2194	#
2	2212	#
2	1964	#
2	2080	#
2	1985	#
2	2180	#
2	2128	#
2	1857	#
2	2049	#
2	1869	#
2	2182	#
2	2064	#
2	2059	#
2	2180	#
2	2166	#
2	2069	#
2	2044	#
2	2065	#
2	2056	#
2	1831	#
2	1939	#
2	1858	#
2	1829	#
2	1884	#
2	1962	#
2	2171	#
2	2068	#
2	1891	#
2	2073	#
2	1904	#
2	1909	#
2	1985	#
2	1858	#
2	2136	#
2	1956	#
2	2222	#
2	2069	#
2	2132	#
2	1825	#
2	2076	#
2	2091	#
2	2211	#
2	2040	#
2	1909	#
2	2028	#
2	1837	#
2	2082	#
2	2088	#
2	1827	#
2	1929	#
2	2041	#
2	2178	#
2	2078	#
2	2049	#
2	1863	#
2	1877	#
2	1971	#
2	1879	#
2	1829	#
2	2086	#
2	2061	#
2	1986	#
2	2179	#
2	1831	#
2	1985	#
2	2113	#
2	2186	#
2	1865	#
2	1884	#
2	2125	#
2	2124	#
2	1895	#
2	2124	#
2	2126	#
2	1871	#
