Homology group id,class,Genome 1,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,
1399,core & single copy orthologous,1,1,1,1,1,1,1,1
2404393,core & single copy orthologous,1,1,1,1,1,1,1,1
2404395,core & single copy orthologous,1,1,1,1,1,1,1,1
2404396,core & single copy orthologous,1,1,1,1,1,1,1,1
2404398,core & single copy orthologous,1,1,1,1,1,1,1,1
2404402,core & single copy orthologous,1,1,1,1,1,1,1,1
2404403,core & single copy orthologous,1,1,1,1,1,1,1,1
2404404,core & single copy orthologous,1,1,1,1,1,1,1,1
2404405,core & single copy orthologous,1,1,1,1,1,1,1,1
2404406,core & single copy orthologous,1,1,1,1,1,1,1,1
2404407,core & single copy orthologous,1,1,1,1,1,1,1,1
2404408,core & single copy orthologous,1,1,1,1,1,1,1,1
2404409,core & single copy orthologous,1,1,1,1,1,1,1,1
2521897,core & single copy orthologous,1,1,1,1,1,1,1,1
2521899,core & single copy orthologous,1,1,1,1,1,1,1,1
2521900,core & single copy orthologous,1,1,1,1,1,1,1,1
2521901,core & single copy orthologous,1,1,1,1,1,1,1,1
2521902,core & single copy orthologous,1,1,1,1,1,1,1,1
2521903,core & single copy orthologous,1,1,1,1,1,1,1,1
2521904,core & single copy orthologous,1,1,1,1,1,1,1,1
2521905,core & single copy orthologous,1,1,1,1,1,1,1,1
2521906,core & single copy orthologous,1,1,1,1,1,1,1,1
2521907,core & single copy orthologous,1,1,1,1,1,1,1,1
2521908,core & single copy orthologous,1,1,1,1,1,1,1,1
2521909,core & single copy orthologous,1,1,1,1,1,1,1,1
2521910,core & single copy orthologous,1,1,1,1,1,1,1,1
2521912,core & single copy orthologous,1,1,1,1,1,1,1,1
2521913,core & single copy orthologous,1,1,1,1,1,1,1,1
2521914,core & single copy orthologous,1,1,1,1,1,1,1,1
2521916,core & single copy orthologous,1,1,1,1,1,1,1,1
2521917,core & single copy orthologous,1,1,1,1,1,1,1,1
2521918,core & single copy orthologous,1,1,1,1,1,1,1,1
2521920,core & single copy orthologous,1,1,1,1,1,1,1,1
2521921,core & single copy orthologous,1,1,1,1,1,1,1,1
2521922,core & single copy orthologous,1,1,1,1,1,1,1,1
2521924,core & single copy orthologous,1,1,1,1,1,1,1,1
2521925,core & single copy orthologous,1,1,1,1,1,1,1,1
2521926,core & single copy orthologous,1,1,1,1,1,1,1,1
2521928,core & single copy orthologous,1,1,1,1,1,1,1,1
2521929,core & single copy orthologous,1,1,1,1,1,1,1,1
2521930,core & single copy orthologous,1,1,1,1,1,1,1,1
2521931,core & single copy orthologous,1,1,1,1,1,1,1,1
2521932,core & single copy orthologous,1,1,1,1,1,1,1,1
2521937,core & single copy orthologous,1,1,1,1,1,1,1,1
2521939,core & single copy orthologous,1,1,1,1,1,1,1,1
2521940,core & single copy orthologous,1,1,1,1,1,1,1,1
2521941,core & single copy orthologous,1,1,1,1,1,1,1,1
2521942,core & single copy orthologous,1,1,1,1,1,1,1,1
2521943,core & single copy orthologous,1,1,1,1,1,1,1,1
2521944,core & single copy orthologous,1,1,1,1,1,1,1,1
2521945,core & single copy orthologous,1,1,1,1,1,1,1,1
2521946,core & single copy orthologous,1,1,1,1,1,1,1,1
2521947,core & single copy orthologous,1,1,1,1,1,1,1,1
2521949,core & single copy orthologous,1,1,1,1,1,1,1,1
2521950,core & single copy orthologous,1,1,1,1,1,1,1,1
2521951,core & single copy orthologous,1,1,1,1,1,1,1,1
2521952,core & single copy orthologous,1,1,1,1,1,1,1,1
2521954,core & single copy orthologous,1,1,1,1,1,1,1,1
2521955,core & single copy orthologous,1,1,1,1,1,1,1,1
2521956,core & single copy orthologous,1,1,1,1,1,1,1,1
2521958,core & single copy orthologous,1,1,1,1,1,1,1,1
2521960,core & single copy orthologous,1,1,1,1,1,1,1,1
2521961,core & single copy orthologous,1,1,1,1,1,1,1,1
2521962,core & single copy orthologous,1,1,1,1,1,1,1,1
2521963,core & single copy orthologous,1,1,1,1,1,1,1,1
2521964,core & single copy orthologous,1,1,1,1,1,1,1,1
2521965,core & single copy orthologous,1,1,1,1,1,1,1,1
2521966,core & single copy orthologous,1,1,1,1,1,1,1,1
2521967,core & single copy orthologous,1,1,1,1,1,1,1,1
2521968,core,1,1,1,1,1,1,2,1
2521969,core & single copy orthologous,1,1,1,1,1,1,1,1
2521970,core & single copy orthologous,1,1,1,1,1,1,1,1
2521971,core & single copy orthologous,1,1,1,1,1,1,1,1
2521972,core & single copy orthologous,1,1,1,1,1,1,1,1
2521973,core & single copy orthologous,1,1,1,1,1,1,1,1
2521974,core & single copy orthologous,1,1,1,1,1,1,1,1
2521975,core & single copy orthologous,1,1,1,1,1,1,1,1
2521976,core & single copy orthologous,1,1,1,1,1,1,1,1
2521977,core & single copy orthologous,1,1,1,1,1,1,1,1
2521978,core & single copy orthologous,1,1,1,1,1,1,1,1
2521979,core & single copy orthologous,1,1,1,1,1,1,1,1
2521980,core & single copy orthologous,1,1,1,1,1,1,1,1
2521981,core & single copy orthologous,1,1,1,1,1,1,1,1
2521982,core & single copy orthologous,1,1,1,1,1,1,1,1
2521983,core & single copy orthologous,1,1,1,1,1,1,1,1
2521984,core & single copy orthologous,1,1,1,1,1,1,1,1
2521985,core & single copy orthologous,1,1,1,1,1,1,1,1
2521986,core & single copy orthologous,1,1,1,1,1,1,1,1
2521987,core & single copy orthologous,1,1,1,1,1,1,1,1
2521988,core & single copy orthologous,1,1,1,1,1,1,1,1
2521990,core & single copy orthologous,1,1,1,1,1,1,1,1
2521992,core & single copy orthologous,1,1,1,1,1,1,1,1
2521993,core & single copy orthologous,1,1,1,1,1,1,1,1
2521995,core & single copy orthologous,1,1,1,1,1,1,1,1
2521997,core & single copy orthologous,1,1,1,1,1,1,1,1
2521998,core & single copy orthologous,1,1,1,1,1,1,1,1
2521999,core & single copy orthologous,1,1,1,1,1,1,1,1
2522000,core & single copy orthologous,1,1,1,1,1,1,1,1
2522001,core & single copy orthologous,1,1,1,1,1,1,1,1
2522002,core & single copy orthologous,1,1,1,1,1,1,1,1
2522003,core & single copy orthologous,1,1,1,1,1,1,1,1
2522007,core & single copy orthologous,1,1,1,1,1,1,1,1
2522008,core & single copy orthologous,1,1,1,1,1,1,1,1
2522009,core & single copy orthologous,1,1,1,1,1,1,1,1
2522010,core & single copy orthologous,1,1,1,1,1,1,1,1
2522011,core & single copy orthologous,1,1,1,1,1,1,1,1
2522012,core & single copy orthologous,1,1,1,1,1,1,1,1
2522013,core & single copy orthologous,1,1,1,1,1,1,1,1
2522014,core & single copy orthologous,1,1,1,1,1,1,1,1
2522015,core & single copy orthologous,1,1,1,1,1,1,1,1
2522016,core & single copy orthologous,1,1,1,1,1,1,1,1
2522017,core & single copy orthologous,1,1,1,1,1,1,1,1
2522018,core & single copy orthologous,1,1,1,1,1,1,1,1
2522039,core & single copy orthologous,1,1,1,1,1,1,1,1
2522040,core & single copy orthologous,1,1,1,1,1,1,1,1
2522041,core & single copy orthologous,1,1,1,1,1,1,1,1
2522042,core & single copy orthologous,1,1,1,1,1,1,1,1
2522043,core & single copy orthologous,1,1,1,1,1,1,1,1
2522044,core & single copy orthologous,1,1,1,1,1,1,1,1
2522045,core & single copy orthologous,1,1,1,1,1,1,1,1
2522046,core & single copy orthologous,1,1,1,1,1,1,1,1
2522047,core & single copy orthologous,1,1,1,1,1,1,1,1
2522052,core & single copy orthologous,1,1,1,1,1,1,1,1
2522053,core & single copy orthologous,1,1,1,1,1,1,1,1
2522054,core & single copy orthologous,1,1,1,1,1,1,1,1
2522055,core & single copy orthologous,1,1,1,1,1,1,1,1
2522056,core & single copy orthologous,1,1,1,1,1,1,1,1
2522057,core & single copy orthologous,1,1,1,1,1,1,1,1
2522058,core & single copy orthologous,1,1,1,1,1,1,1,1
2522059,core & single copy orthologous,1,1,1,1,1,1,1,1
2522062,core,1,1,1,1,1,2,1,1
2522063,core & single copy orthologous,1,1,1,1,1,1,1,1
2522064,core & single copy orthologous,1,1,1,1,1,1,1,1
2522065,core,2,1,1,1,1,1,1,1
2522066,core & single copy orthologous,1,1,1,1,1,1,1,1
2522067,core & single copy orthologous,1,1,1,1,1,1,1,1
2522068,core & single copy orthologous,1,1,1,1,1,1,1,1
2522069,core & single copy orthologous,1,1,1,1,1,1,1,1
2522074,core,2,1,1,1,1,1,1,1
2522096,core & single copy orthologous,1,1,1,1,1,1,1,1
2522097,core & single copy orthologous,1,1,1,1,1,1,1,1
2522098,core & single copy orthologous,1,1,1,1,1,1,1,1
2522099,core & single copy orthologous,1,1,1,1,1,1,1,1
2522100,core & single copy orthologous,1,1,1,1,1,1,1,1
2522101,core & single copy orthologous,1,1,1,1,1,1,1,1
2522102,core & single copy orthologous,1,1,1,1,1,1,1,1
2522103,core & single copy orthologous,1,1,1,1,1,1,1,1
2522104,core & single copy orthologous,1,1,1,1,1,1,1,1
2522105,core & single copy orthologous,1,1,1,1,1,1,1,1
