Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,
1,0.0,0.999282742791565,0.33533210332103325,0.289995493465525,0.3602634467618002,0.35504549214226633,0.3776018099547511,0.34061725613877003,0.40965633565254056,0.3094271538114569,0.9994620763851533,0.9991617770326907,0.33823867555759946,0.6509468317552805,0.22616731517509725,0.36181575433911883,0.4026859504132232,0.6503458318165272,0.35701830863121187,0.3667498298933999,0.6159045725646124,0.34758871701546856,0.34776151071504346,0.34262672811059913,0.3402667872484739,0.9992825369493471,0.357346804304854,0.309341155234657,0.375533731853117,0.33403165735567975,0.35497835497835495,0.9990384615384615,0.9994624619243863,0.2913367489520261,0.3553905019131217,0.9989416389476867,0.2855809612692487,0.3380151968685241,0.35355129650507333,0.29669347631814125,0.9991761636688178,0.3592800899887514,0.3608637577916296,0.6398751463129145,0.32441088995653167,0.4058859595340282,0.355916685740444,0.9992841803865425,0.20236657812122671,0.35420921261629223,
2,0.999282742791565,0.0,0.9992395437262357,0.9991360691144708,0.9991208791208791,0.9991793188346327,0.9990807415351617,0.9991074085093722,0.9991303087403972,0.999124343257443,0.9995951417004049,0.9995164410058027,0.9992405832320778,0.9992610109370381,0.9992482333483687,0.9991068770467401,0.9991533794271201,0.9992616656822209,0.999129677980853,0.9992375724306191,0.9992087355594239,0.9990936555891239,0.999160016799664,0.9990838295923041,0.9992535085100029,6.31113916061854E-4,0.9991221653255303,0.9991239597021463,0.9991385498923188,0.9990787655458314,0.9991821155943293,0.601094045865769,0.9995954692556634,0.9991035410129987,0.9990995047276002,0.533578431372549,0.9991050119331742,0.9992395437262357,0.9990988284770201,0.9992837702334909,0.6012618296529968,0.9990976086629568,0.999107009971722,0.9992099857797441,0.9991017964071857,0.9991615427613192,0.9990824285058878,0.009401441554371726,0.9992648139979414,0.9990921470721743,
3,0.33533210332103325,0.9992395437262357,0.0,0.3189997663005375,0.3243307273158019,0.3778969957081545,0.37021890786624967,0.30496108949416345,0.4046875,0.33215879727507636,0.9994209612044007,0.9988571428571429,0.027432861680623755,0.6310755416748,0.2827981080408265,0.3026315789473685,0.4266409266409267,0.6293692638156609,0.3332555425904318,0.341053144807411,0.5879569892473118,0.28128128128128127,0.433778342869252,0.26163682864450133,0.273247140726007,0.9992393123383538,0.3247398297067171,0.3312955560780625,0.40772626931567324,0.2406973718449128,0.37983336893826103,0.9989831493317839,0.9992283950617284,0.3000244917952486,0.2880852117909338,0.9988742360887746,0.3076923076923077,0.25568908207619534,0.2782348541510845,0.32530120481927716,0.9991287933788296,0.29451038575667654,0.30156021452949777,0.6213836477987421,0.2956949569495695,0.43102352193261284,0.28784056508577194,0.9992411595082714,0.309021113243762,0.28874469678063386,
4,0.289995493465525,0.9991360691144708,0.3189997663005375,0.0,0.3298182634058784,0.2567597274126182,0.3677478300593878,0.3116375344986201,0.39427595044852626,0.28331801470588236,0.9994596541786743,0.9991573625447651,0.3223852783601211,0.6461312797946461,0.2721654385547896,0.33741219125311583,0.4279885760913913,0.6455278592375366,0.3341463414634146,0.39319301388266903,0.6075873143315937,0.3308738759511183,0.42619626926196275,0.33302325581395353,0.36000896659941717,0.9991358202506121,0.31319303009730703,0.2836129625373477,0.40303221730890715,0.3218823529411765,0.2615821678321678,0.9988971601874828,0.9994600431965442,0.2528076463560335,0.3278989667049369,0.9987856709168185,0.26263345195729537,0.3361091834374277,0.32327188940092166,0.0364341085271318,0.9990354140829544,0.3429092567259462,0.33718558803535015,0.6327494587679591,0.295820686434742,0.4283404083282798,0.3349616189811584,0.9991378071562006,0.29995417048579287,0.33762649494020236,
5,0.3602634467618002,0.9991208791208791,0.3243307273158019,0.3298182634058784,0.0,0.36951983298538627,0.3645251396648045,0.1630628338845077,0.39661898569570875,0.32817830338867404,0.9994477172312224,0.9989191526156507,0.3277449822904368,0.639445589061622,0.31152574397732635,0.24446606665045,0.42483388704318936,0.6380666916448108,0.0862024333419622,0.38053706678907506,0.5984786184210527,0.21578947368421053,0.4356192425793245,0.24937903626428215,0.34840486573330276,0.9991206214275246,0.09457001818654198,0.32619589977220953,0.4030808729139923,0.30709802028005795,0.3721171826303761,0.9984574393493199,0.9994481236203091,0.30856067732831605,0.22282878411910667,0.9987631416202845,0.31587561374795414,0.32313892840208625,0.22583044124938023,0.33169752397947805,0.9985982618446874,0.22981674096087168,0.24422281683288738,0.6299418021272326,0.15497301464919044,0.4287766830870279,0.22137983320697496,0.9991226787542038,0.3437712729748128,0.22477522477522482,
6,0.35504549214226633,0.9991793188346327,0.3778969957081545,0.2567597274126182,0.36951983298538627,0.0,0.4064488756894358,0.3382923673997412,0.4066289409862571,0.34557736964323416,0.9994930719837783,0.9992176804224526,0.3797901948190966,0.668384879725086,0.3387728459530026,0.37831578947368416,0.4642313546423136,0.6673539518900344,0.37277984304006606,0.4388325398468226,0.635718288810013,0.3613445378151261,0.4146674468500098,0.37699267557087457,0.3995833333333333,0.9991790942673416,0.360587002096436,0.345162653147444,0.4457478005865103,0.36787113626469303,0.024922857821030098,0.9989501312335958,0.9994934143870314,0.3117854001759015,0.3605573419078242,0.998849582973828,0.3252014811587889,0.38724130573927884,0.370362473347548,0.2688545968267768,0.9990817263544536,0.3743611584327087,0.377763739734681,0.6598863844603262,0.33297085689430184,0.4668549905838042,0.3735408560311284,0.9991808873720136,0.35655478150728304,0.3703862660944206,
7,0.3776018099547511,0.9990807415351617,0.37021890786624967,0.3677478300593878,0.3645251396648045,0.4064488756894358,0.0,0.3465488416527347,0.3438301842780499,0.3551772388059702,0.9994156603038566,0.9988447319778189,0.3723608445297505,0.6235921754593954,0.3391515151515152,0.3588709677419355,0.35262206148282094,0.6224066390041494,0.36783988957902003,0.3762614127823162,0.5794290695140554,0.3472255875938939,0.36327167372409186,0.34761321909424725,0.38529962546816476,0.999080459770115,0.3545369504209541,0.3554933519944017,0.32726423902894486,0.3364717542120912,0.409915611814346,0.9983901653739207,0.9994161152199299,0.32547971824143795,0.3460240963855422,0.9987034035656402,0.3365454107443989,0.3627356210729821,0.3590909090909091,0.37239347234814146,0.9985371562317145,0.36006703375628446,0.35824436536180304,0.6146827922766815,0.33832407631007,0.3556101922217255,0.3524810559765339,0.999082709065892,0.3608054319831421,0.355866731047803,
8,0.34061725613877003,0.9991074085093722,0.30496108949416345,0.3116375344986201,0.1630628338845077,0.3382923673997412,0.3465488416527347,0.0,0.3892691543387061,0.32725594276482806,0.9994370425971102,0.9988945390227725,0.30483361671119746,0.6344393592677345,0.29187878787878785,0.21882824236354537,0.41596104995766303,0.6335557673975214,0.14362108479755542,0.36592244418331377,0.5889029003783102,0.19640102827763495,0.41417753470761465,0.22378516624040923,0.3349765258215962,0.9991071428571429,0.16378872524123922,0.32678983833718245,0.3906864888500219,0.28518242740134025,0.3404163983687487,0.9988621817664628,0.9992498124531133,0.2938628158844765,0.1960132890365448,0.9987431264728986,0.3030592734225621,0.31398161586840834,0.19220912352639674,0.3182854537163703,0.9990048336650554,0.21192893401015234,0.220360180090045,0.6201518571721731,0.13298153034300797,0.4194223524487233,0.20197044334975367,0.9991092636579573,0.3272896327289633,0.2052267486548809,
9,0.40965633565254056,0.9991303087403972,0.4046875,0.39427595044852626,0.39661898569570875,0.4066289409862571,0.3438301842780499,0.3892691543387061,0.0,0.3980582524271845,0.9994551398474392,0.9989361702127659,0.40517049253398707,0.6493649917172832,0.36915782343644166,0.409814612868048,0.26970860627964766,0.6490066225165563,0.40687006614038834,0.4056350626118068,0.6067529316619491,0.3933437569801206,0.18104667609618108,0.395584591124127,0.4178454842219804,0.9991300565463245,0.3954949101147932,0.39662994167206744,0.23548689138576784,0.40907049842837895,0.4096119042831289,0.9988901220865705,0.9992739154111454,0.3693895870736086,0.39769707705934454,0.9987771323754203,0.3771186440677966,0.4025480554313813,0.3948945615982242,0.383001498608435,0.9990292608514769,0.40503533568904593,0.40924956369982546,0.6377812870114489,0.38678825622775803,0.27477678571428577,0.39819819819819824,0.999132070013019,0.39298169136878813,0.39973262032085566,
10,0.3094271538114569,0.999124343257443,0.33215879727507636,0.28331801470588236,0.32817830338867404,0.34557736964323416,0.3551772388059702,0.32725594276482806,0.3980582524271845,0.0,0.9994504488001466,0.9989254244573393,0.3327861163227017,0.6432824711574247,0.2662478859627929,0.3487576931844085,0.4260905519950382,0.6426711309523809,0.33744118306072146,0.392784206943499,0.6035502958579881,0.33504193849021435,0.43105564648117844,0.3218690702087287,0.35015989036089534,0.9991240875912408,0.33762420957542905,0.009446693657219951,0.40277185501066093,0.3148192482643045,0.3497061293031066,0.998603156865484,0.9992676675210546,0.14707392197125257,0.32891678289167825,0.9987682832948422,0.04436029212875303,0.31912878787878785,0.323845076994867,0.2898154477101845,0.9987433677743647,0.347916186967534,0.34815321477428185,0.632754837422701,0.3159616732881514,0.42775276299631604,0.3423275457531675,0.9991261287503641,0.2994428969359332,0.3430097538318625,
