Number of genomes	Core genome
1	608	#
1	590	#
1	590	#
1	599	#
1	600	#
1	579	#
1	547	#
1	577	#
1	579	#
1	586	#
1	591	#
1	524	#
1	592	#
1	539	#
1	382	#
1	384	#
1	583	#
1	575	#
1	580	#
1	374	#
1	602	#
1	579	#
1	588	#
1	388	#
1	552	#
1	590	#
1	390	#
1	455	#
1	586	#
1	592	#
1	592	#
1	590	#
1	385	#
1	588	#
1	593	#
2	7	#
2	2	#
2	1	#
2	32	#
2	10	#
2	1	#
2	13	#
2	2	#
2	2	#
2	12	#
2	10	#
2	11	#
2	7	#
2	2	#
2	2	#
2	2	#
2	1	#
2	7	#
2	574	#
2	2	#
2	9	#
2	6	#
2	7	#
2	2	#
2	9	#
2	574	#
2	2	#
2	2	#
2	2	#
2	2	#
2	9	#
2	9	#
2	2	#
2	2	#
2	1	#
2	1	#
2	2	#
2	1	#
2	38	#
2	2	#
2	10	#
2	2	#
2	1	#
2	2	#
2	572	#
2	11	#
2	10	#
2	2	#
2	19	#
2	2	#
2	2	#
2	1	#
2	36	#
2	7	#
2	2	#
2	1	#
2	202	#
2	2	#
2	1	#
2	15	#
2	8	#
2	1	#
2	6	#
2	11	#
2	12	#
2	6	#
2	2	#
2	10	#
2	1	#
2	1	#
2	6	#
2	1	#
2	2	#
2	2	#
2	596	#
2	10	#
2	2	#
2	1	#
2	12	#
2	2	#
2	7	#
2	7	#
2	14	#
2	1	#
2	1	#
2	34	#
2	10	#
2	1	#
2	6	#
2	15	#
2	7	#
2	2	#
2	7	#
2	2	#
2	8	#
2	7	#
2	6	#
2	14	#
2	15	#
2	2	#
2	36	#
2	10	#
2	1	#
2	1	#
2	11	#
2	1	#
2	1	#
2	1	#
2	2	#
2	1	#
2	8	#
2	15	#
2	15	#
2	10	#
2	2	#
2	6	#
2	2	#
2	41	#
2	7	#
2	8	#
2	37	#
2	6	#
2	7	#
2	1	#
2	10	#
2	591	#
2	17	#
2	2	#
2	50	#
2	8	#
2	7	#
2	1	#
2	14	#
2	7	#
2	13	#
2	10	#
2	1	#
2	1	#
2	1	#
2	1	#
2	2	#
2	50	#
2	2	#
2	1	#
2	2	#
2	8	#
2	10	#
2	1	#
2	8	#
2	11	#
2	6	#
2	2	#
2	8	#
2	8	#
2	6	#
2	1	#
2	6	#
2	36	#
2	2	#
2	2	#
2	2	#
2	1	#
2	13	#
2	7	#
2	13	#
2	10	#
2	2	#
2	14	#
2	41	#
2	10	#
2	7	#
2	16	#
2	2	#
2	2	#
2	1	#
2	2	#
2	8	#
2	3	#
2	14	#
2	10	#
2	2	#
2	40	#
2	15	#
2	15	#
2	1	#
2	10	#
2	10	#
2	11	#
2	1	#
2	2	#
2	7	#
2	6	#
2	1	#
2	2	#
2	10	#
2	8	#
2	7	#
2	1	#
2	1	#
2	9	#
2	1	#
2	8	#
2	42	#
2	6	#
2	2	#
2	11	#
2	1	#
2	8	#
2	2	#
2	72	#
2	8	#
2	9	#
2	38	#
2	8	#
2	7	#
2	12	#
2	2	#
2	10	#
2	8	#
2	19	#
2	8	#
2	10	#
2	12	#
2	1	#
2	2	#
2	15	#
2	1	#
2	1	#
2	2	#
2	13	#
2	2	#
2	8	#
2	1	#
2	2	#
2	1	#
2	6	#
2	1	#
2	2	#
2	37	#
2	11	#
2	8	#
2	7	#
2	1	#
2	1	#
2	19	#
2	6	#
2	10	#
2	2	#
2	14	#
2	1	#
2	2	#
2	10	#
2	11	#
2	2	#
2	7	#
2	2	#
2	7	#
2	2	#
2	2	#
2	2	#
2	2	#
2	1	#
2	1	#
2	8	#
2	2	#
2	35	#
2	35	#
2	17	#
2	2	#
2	6	#
2	1	#
2	17	#
2	6	#
2	2	#
2	1	#
2	17	#
2	10	#
2	2	#
2	1	#
2	2	#
2	7	#
2	2	#
2	1	#
2	2	#
2	1	#
2	10	#
2	6	#
2	13	#
2	7	#
2	7	#
2	1	#
2	34	#
2	2	#
2	7	#
2	1	#
2	32	#
2	9	#
2	1	#
2	1	#
2	8	#
2	8	#
2	9	#
2	15	#
2	2	#
2	2	#
2	42	#
2	2	#
2	8	#
2	10	#
2	7	#
2	2	#
2	35	#
2	2	#
2	6	#
2	1	#
2	10	#
2	13	#
2	2	#
2	8	#
2	591	#
2	12	#
2	2	#
2	2	#
2	2	#
2	2	#
2	9	#
2	10	#
2	6	#
2	2	#
2	1	#
2	2	#
2	9	#
2	2	#
2	10	#
2	2	#
2	17	#
2	8	#
2	2	#
2	6	#
2	1	#
2	8	#
2	9	#
2	7	#
2	2	#
2	28	#
2	7	#
2	1	#
2	1	#
2	11	#
2	2	#
2	1	#
2	6	#
2	12	#
2	2	#
2	2	#
2	36	#
2	2	#
2	8	#
2	591	#
2	6	#
2	9	#
2	1	#
2	1	#
2	14	#
2	16	#
2	2	#
2	7	#
2	6	#
2	1	#
2	2	#
2	575	#
2	8	#
2	2	#
2	2	#
2	10	#
2	1	#
2	7	#
2	592	#
2	1	#
2	2	#
2	8	#
2	10	#
2	9	#
2	16	#
2	9	#
2	2	#
2	2	#
2	2	#
2	6	#
2	2	#
2	2	#
2	1	#
2	2	#
2	12	#
2	2	#
2	578	#
2	1	#
2	8	#
2	10	#
2	6	#
2	16	#
2	6	#
2	2	#
2	2	#
2	1	#
2	2	#
2	6	#
2	8	#
2	30	#
2	2	#
2	12	#
2	11	#
2	1	#
2	11	#
2	2	#
2	9	#
2	16	#
2	2	#
2	9	#
2	2	#
2	7	#
2	7	#
2	15	#
2	1	#
2	591	#
2	41	#
2	7	#
2	12	#
2	1	#
2	2	#
2	8	#
2	2	#
2	8	#
2	7	#
2	13	#
2	584	#
2	1	#
2	6	#
2	8	#
2	2	#
2	7	#
2	7	#
2	6	#
2	6	#
2	2	#
2	35	#
2	2	#
2	8	#
2	1	#
2	8	#
2	2	#
2	6	#
2	7	#
2	7	#
2	2	#
2	1	#
2	11	#
2	1	#
2	573	#
2	7	#
2	8	#
2	16	#
2	11	#
2	1	#
2	2	#
2	2	#
2	6	#
2	1	#
2	2	#
2	39	#
2	2	#
2	2	#
2	3	#
2	2	#
2	1	#
2	7	#
2	1	#
2	8	#
2	19	#
2	2	#
2	1	#
2	2	#
2	9	#
2	15	#
2	2	#
2	8	#
2	10	#
2	17	#
2	2	#
2	1	#
2	14	#
2	2	#
2	2	#
2	6	#
2	1	#
2	2	#
2	2	#
2	7	#
2	2	#
2	1	#
2	1	#
3	7	#
3	2	#
3	1	#
3	1	#
3	1	#
3	2	#
3	2	#
3	1	#
3	1	#
3	2	#
3	1	#
3	2	#
3	7	#
3	1	#
3	9	#
3	1	#
3	2	#
3	2	#
3	1	#
3	2	#
3	1	#
3	2	#
3	2	#
3	2	#
3	1	#
3	7	#
3	8	#
3	1	#
3	1	#
3	1	#
3	2	#
3	7	#
3	1	#
3	2	#
3	7	#
3	1	#
3	2	#
3	7	#
3	7	#
3	6	#
3	2	#
3	1	#
3	1	#
3	2	#
3	2	#
3	2	#
3	7	#
3	2	#
3	2	#
3	9	#
3	2	#
3	2	#
3	7	#
3	2	#
3	7	#
3	2	#
3	1	#
3	2	#
3	1	#
3	1	#
3	2	#
3	2	#
3	7	#
3	1	#
3	2	#
3	1	#
3	2	#
3	10	#
3	8	#
3	2	#
3	6	#
3	1	#
3	2	#
3	2	#
3	2	#
3	6	#
3	2	#
3	2	#
3	2	#
3	2	#
3	2	#
3	2	#
3	8	#
3	8	#
3	2	#
3	2	#
3	8	#
3	1	#
3	1	#
3	2	#
3	2	#
3	2	#
3	2	#
3	1	#
3	1	#
3	2	#
3	9	#
3	6	#
3	2	#
3	1	#
3	1	#
3	1	#
3	2	#
3	7	#
3	1	#
3	2	#
3	1	#
3	6	#
3	1	#
3	9	#
3	1	#
3	7	#
3	7	#
3	2	#
3	7	#
3	2	#
3	1	#
3	2	#
3	1	#
3	9	#
3	1	#
3	1	#
3	12	#
3	2	#
3	2	#
3	2	#
3	2	#
3	2	#
3	2	#
3	1	#
3	1	#
3	2	#
3	1	#
3	6	#
3	2	#
3	6	#
3	2	#
3	7	#
3	2	#
3	2	#
3	12	#
3	7	#
3	2	#
3	2	#
3	2	#
3	2	#
3	1	#
3	2	#
3	1	#
3	1	#
3	2	#
3	2	#
3	2	#
3	2	#
3	6	#
3	1	#
3	2	#
3	1	#
3	7	#
3	2	#
3	2	#
3	2	#
3	2	#
3	7	#
3	1	#
3	1	#
3	1	#
3	7	#
3	2	#
3	2	#
3	2	#
3	2	#
3	6	#
3	2	#
3	2	#
3	2	#
3	2	#
3	7	#
3	2	#
3	2	#
3	2	#
3	1	#
3	1	#
3	6	#
3	2	#
3	6	#
3	11	#
3	7	#
3	2	#
3	1	#
3	2	#
3	6	#
3	2	#
3	7	#
3	1	#
3	2	#
3	8	#
3	2	#
3	8	#
3	1	#
3	11	#
3	2	#
3	1	#
3	2	#
3	6	#
3	2	#
3	2	#
3	1	#
3	7	#
3	1	#
3	6	#
3	1	#
3	2	#
3	2	#
3	2	#
3	1	#
3	7	#
3	2	#
3	1	#
3	1	#
3	1	#
3	1	#
