Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,
1,0.0,0.11353104726598706,0.260813704496788,0.12505643340857786,0.2765135251180765,0.3272946859903382,0.30149501661129563,0.3009950248756219,0.29854469854469856,0.3201306655777868,0.25952890792291217,0.32698541329011344,0.28490893321769295,0.34312525499796,0.27804039535883107,0.34113300492610843,0.3191230207064556,0.2849303503588012,0.313347022587269,0.3296222664015904,0.299328295549958,0.31110190555095274,0.30336134453781516,0.3118058412176059,0.2867072111207646,0.30336134453781516,0.27732533219031286,0.27694289394589955,0.296234309623431,0.30643812709030105,0.30149501661129563,0.30124481327800834,0.2614462986735131,0.30407391852162957,0.31288852051388316,0.3241954707985697,0.3134822167080231,0.28237791932059453,0.2790596430126252,0.2601975096607986,0.28711186729051463,0.2614462986735131,0.30940794809407945,0.31910569105691056,0.1411817771763645,0.2775632775632776,0.2970922882427307,0.1525347689546882,0.3517214397496088,0.27367979882648785,0.30008312551953453,0.3095336359884441,0.30984754841367945,0.28174433518597697,0.35084033613445376,0.3199343724364233,0.31273176761433874,0.3134206219312602,0.2965779467680608,0.2698947368421053,0.2773722627737226,0.3018556701030928,0.14876404494382023,0.28285835814547,0.3172641120725175,0.31461131461131464,0.2970255550900712,0.27958833619210977,0.27953767123287676,0.27603513174404015,0.3065451532725766,0.3123185400248859,0.31449631449631454,0.3066098081023454,0.3069514237855946,0.29377593360995846,0.33001988071570576,0.317524115755627,0.30008278145695366,0.3010708401976936,0.3147312269183422,0.27899015832263585,0.27469670710571925,0.26051502145922745,0.2728835410399656,0.31167763157894735,0.29848866498740556,0.3124740986324078,
2,0.11353104726598706,0.0,0.2589247311827957,0.18659658344283836,0.2687148420597144,0.30869742752143736,0.30125,0.30216126350789696,0.30606312292358806,0.3151191454396056,0.25688468158347677,0.3124231242312423,0.2823529411764706,0.33003300330033003,0.2694974003466204,0.3286307053941909,0.328473066018631,0.27586206896551724,0.2934556065027094,0.33412887828162297,0.2860780984719864,0.2895622895622896,0.29521389241846674,0.2932832707551105,0.2644591611479029,0.29159592529711376,0.2695464362850972,0.2691475551709217,0.2844463229078613,0.2817021276595745,0.3005418924551897,0.29246861924686196,0.25881341358555465,0.292320746711922,0.29924559932942163,0.32403347947389394,0.2998745294855709,0.29297205757832345,0.29363360762234736,0.2575496117342536,0.2802056555269923,0.25806451612903225,0.31125558715969115,0.3168640261331156,0.1301775147928994,0.26903114186851207,0.28595744680851065,0.1289881494986327,0.33926453143534996,0.2726125368111064,0.2833684210526316,0.3072139303482587,0.29126619306310075,0.2695464362850972,0.35145385587863465,0.3197530864197531,0.30129005409904286,0.3146021328958163,0.27953767123287676,0.26734348561759724,0.26808142052836725,0.29668049792531115,0.12596987676859883,0.2751821688812688,0.30233527939949956,0.2949194547707559,0.2974789915966387,0.27107652399481197,0.26805015131863386,0.2749790092359362,0.30349708576186507,0.3007959782153331,0.311522633744856,0.30347192456065153,0.2923728813559322,0.29421556387848524,0.3345266507557677,0.31257581884350993,0.3054635761589404,0.3022295623451693,0.29558701082431305,0.2682505399568035,0.2599736957474792,0.25786977145321255,0.2529437418229393,0.2917362270450752,0.29103214890016915,0.29596977329974816,
3,0.260813704496788,0.2589247311827957,0.0,0.2791666666666667,0.2789995687796464,0.3155320016306563,0.29189416211675767,0.2914046121593291,0.28167229729729726,0.3017849730178497,0.011318897637795255,0.31514156750102584,0.25554569653948533,0.3355317394888706,0.2693310165073849,0.33139534883720934,0.31339614911921343,0.288860652265989,0.30116472545757067,0.3341307814992025,0.2881427964300892,0.2865595942519019,0.2922160782645683,0.3009991673605329,0.2550066755674232,0.2929421768707483,0.2798105897546277,0.2772020725388601,0.2814091680814941,0.27863247863247864,0.28973927670311184,0.2822784810126582,0.019607843137254943,0.2914893617021277,0.29557894736842105,0.3206565252201762,0.3097123801583993,0.28559249786871266,0.25488454706927177,0.01624815361890697,0.2837548221174454,0.012788981800295085,0.3112016293279022,0.31267952400492405,0.2752525252525253,0.2785683484260457,0.27849185946872324,0.2815778430549727,0.34844304296413087,0.30813713341594384,0.3004596740493105,0.3050353724511028,0.30041666666666667,0.28276751181779114,0.3459092835947435,0.3092569530925695,0.3005008347245409,0.30899339933993397,0.16100917431192663,0.3045643153526971,0.27911993097497845,0.29090150250417357,0.28115820394460767,0.29336734693877553,0.30509181969949917,0.29764365440264573,0.2894625476089716,0.27911993097497845,0.2820292347377472,0.2675401521555367,0.30129544504805683,0.302140159462862,0.29742096505823623,0.2916486369536997,0.29588808817295464,0.28121059268600257,0.3358565737051793,0.3138922640745241,0.28906577293674063,0.29580390527627753,0.30116472545757067,0.2829540575354229,0.24823008849557526,0.021600392734413387,0.11598302687411599,0.29804085035431427,0.2718696397941681,0.30514859773964,
4,0.12505643340857786,0.18659658344283836,0.2791666666666667,0.0,0.30369754881595346,0.31444533120510776,0.3202746365105008,0.322463768115942,0.3112824675324676,0.3009748172217709,0.2793505412156536,0.32882165605095537,0.2999577524292353,0.3453525641025641,0.3009587328053356,0.34207341670028235,0.30487313733387034,0.2946760214609988,0.3010577705451587,0.3202202989771833,0.31216714461286355,0.3329312424607962,0.3188702415063447,0.30227827502034177,0.3074652045550401,0.30918073281185676,0.3044379925342182,0.3034081463009144,0.318034118602762,0.32179226069246436,0.3216303470540759,0.296644844517185,0.281198003327787,0.3084843492586491,0.30397378123719787,0.3075404658507699,0.31628095818107993,0.2978899462143153,0.28412969283276446,0.280767626199416,0.3018242122719734,0.28191268191268193,0.32688511646269247,0.3310837633981739,0.1798436142484796,0.3039867109634552,0.3072487644151565,0.17877337973031748,0.3377329192546584,0.2961757526444264,0.29339351661879365,0.3178513731825525,0.3010183299389002,0.30584334852880235,0.34273858921161826,0.3306613226452906,0.3297232250300842,0.3256092688773472,0.2790600083927822,0.2926031875766244,0.30382377389858684,0.3110125050423558,0.1759581881533101,0.30540652084193154,0.3213419563459984,0.2941653160453809,0.31471667346106813,0.2773322076825665,0.3051409618573798,0.29979716024340775,0.3190456934896886,0.31583231583231586,0.2953156822810591,0.31244778613199664,0.3092105263157895,0.26801988400994203,0.32193396226415094,0.3108376339817388,0.31408962454582157,0.32105684547638114,0.2996742671009772,0.30389718076285244,0.3014675052410901,0.28035043804755944,0.29096989966555187,0.2986960065199674,0.3189233278955954,0.3028688524590164,
5,0.2765135251180765,0.2687148420597144,0.2789995687796464,0.30369754881595346,0.0,0.2986255726780508,0.30808080808080807,0.30756302521008405,0.3029535864978903,0.2820730671197961,0.2777059077188443,0.31015820149875106,0.25157515751575155,0.32310924369747895,0.03248375812093951,0.32447257383966244,0.32164948453608244,0.29286019666524155,0.2835884353741497,0.3173116089613035,0.2743823146944083,0.30928270042194095,0.28299437472955435,0.28995337007206445,0.2549549549549549,0.29333333333333333,0.010579345088161163,0.009591115598182709,0.2675324675324675,0.24548259144997797,0.3059418457648546,0.2992392223161454,0.27665084160552433,0.29406706792777304,0.2843053173241853,0.32471728594507265,0.3038510368176047,0.2910576096302665,0.27957465662383696,0.27693639117265256,0.25605993829881,0.2788793103448276,0.33914100486223664,0.2724181895452613,0.29071729957805903,0.007575757575757569,0.2606219886114761,0.2898183354457119,0.3401442307692307,0.28939585973806503,0.2761578044596913,0.28095644748078563,0.29007633587786263,0.016574585635359074,0.3397932816537468,0.31407035175879394,0.29087048832271767,0.27059325650874944,0.2751414888985634,0.290732120186204,0.009090909090909038,0.26415094339622647,0.2879492600422833,0.2729647366129735,0.3027484143763214,0.3114890087100788,0.28761251607372484,0.2890625,0.014580191050779234,0.28086550700042423,0.26586102719033233,0.3026315789473685,0.2841391009329941,0.3024369016536118,0.2926514825956167,0.2704321780059906,0.3149734802121583,0.31794033510420927,0.30591691145614774,0.3040568799665412,0.28722952906236743,0.016064257028112428,0.2682602921646746,0.27650367806144527,0.2695004382120947,0.28474288142796433,0.2809667673716012,0.29120409906063194,
6,0.3272946859903382,0.30869742752143736,0.3155320016306563,0.31444533120510776,0.2986255726780508,0.0,0.3215006050826946,0.321658615136876,0.31933790876059753,0.3029197080291971,0.31430900937627393,0.3173076923076923,0.3062684055532183,0.3305050505050505,0.2979966611018364,0.32163265306122446,0.31154771451483565,0.30434782608695654,0.033882352941176475,0.24702503077554372,0.3161764705882353,0.3287671232876712,0.3048679867986799,0.09099222679469599,0.29944938585345193,0.3132183908045977,0.2986688851913477,0.2969140950792327,0.30966952264381886,0.2839300582847627,0.32082324455205813,0.31376518218623484,0.31540342298288504,0.3132183908045977,0.1467561521252796,0.3239546697928879,0.31204231082180633,0.31794033510420927,0.30139299282397636,0.31439084219133284,0.23893425010743452,0.3167752442996743,0.33202202989771834,0.32962668784749805,0.31307847082494966,0.29962546816479396,0.2888056595921764,0.30060851926977683,0.3113914071738274,0.31794460056202334,0.11035422343324253,0.25867112411199333,0.09365006852444036,0.30008312551953453,0.34534161490683235,0.3258336681398152,0.31472491909385114,0.3281499202551834,0.30664465538588526,0.31926015279453157,0.29874999999999996,0.3183460457647531,0.29813160032493913,0.30876904075751344,0.3319951826575672,0.3118236472945892,0.3076923076923077,0.28876781223805537,0.2993762993762994,0.3274830474670921,0.32230738200887454,0.3211678832116789,0.3055443140428976,0.337309749074455,0.32150142798857606,0.2933496532027744,0.24599589322381932,0.30668257756563244,0.3387673956262426,0.31823647294589175,0.04217432052483594,0.2995429995845451,0.31825726141078836,0.3139820114472608,0.3223954060705496,0.042642924086223055,0.31122031122031124,0.1038901601830664,
7,0.30149501661129563,0.30125,0.29189416211675767,0.3202746365105008,0.30808080808080807,0.3215006050826946,0.0,0.009699321047526688,0.29321116201582675,0.2954075299958626,0.28919714165615806,0.3346757954087797,0.29119930974978425,0.35610347615198057,0.3103157894736842,0.35420902806018706,0.32417138237671783,0.28167229729729726,0.3094944512946979,0.3325406262386048,0.2968094038623006,0.3245794009027493,0.2922297297297297,0.310727496917386,0.3083511777301927,0.3135946622185154,0.30953380932381347,0.310634720470786,0.2778716216216216,0.294661622530475,0.0097181729834791,0.3237939493049877,0.2903361344537815,0.31499999999999995,0.3090004147656574,0.3291139240506329,0.29975020815986675,0.2878275570583263,0.29279862009486846,0.2892074198988196,0.2882003395585738,0.2903361344537815,0.30697485806974856,0.3234817813765182,0.31068358575521904,0.3105042016806723,0.2851694915254237,0.3181076672104405,0.32579365079365075,0.3197556008146639,0.3219991806636624,0.31816318163181634,0.31016042780748665,0.31307627829002516,0.35934891485809684,0.3042579578338156,0.31581108829568794,0.3192182410423453,0.3125783535311325,0.31421548545678,0.31034482758620685,0.30706075533661736,0.31769983686786296,0.3012605042016807,0.3251433251433251,0.3183292781832928,0.2844500632111252,0.2923926901827454,0.31307627829002516,0.2828618968386023,0.3124484748557296,0.32097239390193655,0.2981007431874484,0.3112526539278132,0.31921959319219595,0.31505728314238957,0.32962668784749805,0.2727647301194891,0.3205389955083707,0.2894409937888198,0.3101889893179951,0.31323283082077047,0.30008525149190113,0.2880641079713201,0.2944915254237288,0.3092105263157895,0.31156405990016633,0.3092868988391376,
8,0.3009950248756219,0.30216126350789696,0.2914046121593291,0.322463768115942,0.30756302521008405,0.321658615136876,0.009699321047526688,0.0,0.29626556016597505,0.29421487603305785,0.2894295302013423,0.3341375150784077,0.2899612236105127,0.3568548387096774,0.3112137757244855,0.3556366585563666,0.3236481033091203,0.28047237452551665,0.3103731037310373,0.33333333333333337,0.29631181894383907,0.32678936605316977,0.2917369308600337,0.31091058244462677,0.30854700854700856,0.3130724396336386,0.30759546789760805,0.3086938261234775,0.2774030354131535,0.29345088161209065,0.008733624454148492,0.3259983700081499,0.29128248113998323,0.31447587354409323,0.30778790389395194,0.3266113088177145,0.29854469854469856,0.28517110266159695,0.2937634408602151,0.2887205387205387,0.2906091370558376,0.2898489932885906,0.3071630918656414,0.3236363636363636,0.31155573703552475,0.30856423173803527,0.2868610054921842,0.3189585028478438,0.32726553225168187,0.3192354615697438,0.32215862632869996,0.3162638263006964,0.3096509240246407,0.31184596065299286,0.3580658607753231,0.30375567478332643,0.3166734944694797,0.3193823648923202,0.3141666666666667,0.31507968941561093,0.30840336134453783,0.3065573770491803,0.3185516680227828,0.3014675052410901,0.3239263803680982,0.3184945366248483,0.2854140395124002,0.2911714770797963,0.31113902847571184,0.28239202657807305,0.3126285479226656,0.32113486842105265,0.2976092333058532,0.3100084817642069,0.31729572791372873,0.3166054671562627,0.33108910891089105,0.2730263157894737,0.3213849287169043,0.28966942148760333,0.30898645876077147,0.3134141245298788,0.3002977456401531,0.28901977282288605,0.29615547106041407,0.3093967993434551,0.311046511627907,0.3101736972704715,
9,0.29854469854469856,0.30606312292358806,0.28167229729729726,0.3112824675324676,0.3029535864978903,0.31933790876059753,0.29321116201582675,0.29626556016597505,0.0,0.327789046653144,0.2796789184621884,0.31965881397238016,0.28886010362694303,0.3398612811097511,0.30804888327012225,0.33784893267651883,0.32471728594507265,0.30091819699499167,0.3299512987012987,0.31774580335731417,0.2995391705069125,0.33060890886800165,0.3127606338615513,0.32981316003249395,0.29948364888123924,0.31906938097216453,0.3044210526315789,0.30552043826380104,0.2921724570950188,0.30025125628140703,0.29392173189009163,0.3126285479226656,0.2815533980582524,0.3183707398171238,0.3220896750308515,0.3276612584091808,0.31782626595306707,0.2920353982300885,0.2992700729927007,0.2803896653960186,0.28952946163628657,0.28372681281618883,0.2874128741287413,0.3172217709179529,0.3153814769481844,0.30610526315789477,0.3136193252811329,0.3288780882948562,0.3082164328657314,0.31688417618270803,0.32734693877551024,0.32284429914180635,0.3285888572590484,0.3044210526315789,0.36193252811328613,0.3262642740619902,0.31221719457013575,0.3149734802121583,0.3060796645702306,0.3195918367346938,0.3066554338668913,0.30623973727422005,0.3271179570328334,0.2975589225589226,0.3318385650224215,0.32431340872374803,0.3050353724511028,0.2944420873992363,0.30584770719394194,0.28274428274428276,0.30813713341594384,0.3270414443988511,0.3290113452188006,0.32533670033670037,0.3253410500206697,0.3087027914614121,0.31612645058023214,0.31023368251410155,0.3002891367203635,0.30822758902988134,0.3340080971659919,0.3052985702270816,0.29923273657289007,0.2799661160525201,0.29002123142250535,0.3303571428571429,0.29226240538267456,0.32443531827515404,
10,0.3201306655777868,0.3151191454396056,0.3017849730178497,0.3009748172217709,0.2820730671197961,0.3029197080291971,0.2954075299958626,0.29421487603305785,0.327789046653144,0.0,0.3005396430053965,0.31551235317942483,0.2793609671848014,0.3396915584415584,0.280664395229983,0.33972267536704726,0.2979591836734694,0.30024916943521596,0.2883740173769135,0.3296486379786814,0.29532163742690054,0.33454987834549876,0.29648241206030146,0.2860696517412935,0.29001721170395867,0.29290809903483006,0.27994902293967716,0.28103741496598644,0.30355665839536805,0.2604433077578857,0.29470198675496684,0.30288065843621403,0.30236416424720036,0.2943396226415095,0.2833821682712432,0.29807692307692313,0.2989648033126294,0.30772425249169433,0.2831896551724138,0.2991666666666667,0.29823825503355705,0.30165975103734444,0.31703406813627255,0.29093147312269185,0.3057142857142857,0.28091797705057375,0.29878813205181776,0.3055555555555556,0.3182718985334919,0.31204231082180633,0.2989265070189926,0.3117839607201309,0.2833402575820524,0.27994902293967716,0.3534554537885096,0.3145424836601307,0.31769983686786296,0.2892459826946848,0.26336041043180847,0.3133659331703341,0.28,0.2852418354692021,0.303761242845462,0.3089397089397089,0.30490317264112077,0.29057377049180333,0.2916145181476846,0.2726495726495727,0.27994902293967716,0.29766297662976626,0.31021748050882236,0.30198840099420055,0.09116022099447518,0.30178268251273344,0.29438860971524283,0.2523206751054853,0.3287238245752667,0.2986279257465698,0.3223844282238443,0.3068459657701712,0.28695652173913044,0.28086550700042423,0.2949426264343391,0.30016652789342213,0.29587542087542085,0.2873706004140787,0.2937735060593397,0.28726513569937373,
