Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,
1,0.0,0.06696962449174837,0.06710430342815465,0.05938927626833368,0.07708678174509342,0.10441670667306768,0.09541715628672154,0.05138721351025333,0.07263232850700219,0.04553079319434461,0.09024505183788878,0.07270135424091229,0.045827303424987975,0.10036101083032489,0.031015265325902597,0.12904728627999074,0.09578724405742522,0.028076171875,0.09708509637987772,0.07908653846153846,0.1322373123659757,0.09930103639431187,0.0977954971857411,0.08274231678486998,0.030758052797287494,0.09607704956542162,0.10103439980755358,0.13121226196005575,0.0966682308775223,0.06488278475017761,0.09613073780341264,0.06604894274174389,0.039077669902912615,0.05491606714628294,0.06982305117168819,0.08200343726982573,0.064453125,0.07469368520263897,0.07159847764034255,0.050703541969917554,0.10281047321643044,0.10404209519253771,0.06413418845584606,0.07780157030692358,0.025803310613437214,0.09449929478138219,0.10789793438639128,0.0965695488721805,0.07166508987701037,0.08640468635587017,0.03791235844411622,0.060287081339712945,0.11921793037672868,0.03531736231168192,0.09731948804636559,0.10808270676691734,
2,0.06696962449174837,0.0,0.06022340942204951,0.05586190362023491,0.09690193337992081,0.11385785595436182,0.11353104726598706,0.07701421800947872,0.09214218896164639,0.09175593851886354,0.10142224294707392,0.09133489461358313,0.054493307839388105,0.11166666666666669,0.08131609870740308,0.14440101172683373,0.10733410942956922,0.07473309608540923,0.10992330931907968,0.08696688110555162,0.153539615564932,0.11108462455303936,0.11540240518038858,0.09581677962140689,0.08194411833763793,0.11329935125115853,0.11412268188302421,0.14649243466299866,0.11386253182133765,0.08980921358771521,0.11105837683910769,0.05794348135834715,0.09191349318288666,0.06206896551724139,0.014687882496939975,0.09327179985426282,0.06791171477079794,0.06665096561469619,0.029753265602322165,0.05610402118950153,0.09916167664670661,0.11702127659574468,0.11113772455089821,0.09370596524189756,0.07830188679245287,0.112630359212051,0.12148859543817525,0.11335187760778864,0.07903377110694187,0.08971871968962175,0.08695652173913049,0.05026328386787937,0.13549752999294284,0.0859674329501916,0.10914736087891086,0.12557924003707133,
3,0.06710430342815465,0.06022340942204951,0.0,0.053915589168089806,0.1006616257088847,0.07713159191720054,0.11618062088428971,0.07777510233566098,0.09675124496087262,0.09228584950307617,0.10345643939393945,0.0941288328975517,0.05583879582422924,0.07527147087857844,0.0825972785867749,0.14835549335199438,0.11124232404345769,0.079162656400385,0.11252653927813161,0.046264225630875844,0.12060179568065998,0.07462317766246607,0.11763324724113644,0.09686609686609682,0.08186157517899761,0.11594543744120411,0.07787087235091172,0.14960446719404374,0.11695631751996238,0.08940397350993379,0.07523973444799603,0.060270009643201505,0.09290661571530934,0.06305870983329309,0.06123936816524911,0.05493951612903225,0.026700251889168802,0.063533924718293,0.06775982638051603,0.05415339377603523,0.06496404661542277,0.08530921535076996,0.07449714427613607,0.09472679551419705,0.07907979870596693,0.11659614480488956,0.08418430884184314,0.11599999999999999,0.08073350797808998,0.048866498740554154,0.04711133151500124,0.05296404275996114,0.09902439024390242,0.04501367818950508,0.07158781273222692,0.12885022337173757,
4,0.05938927626833368,0.05586190362023491,0.053915589168089806,0.0,0.08158946625911123,0.09565008411439557,0.09801169590643277,0.07139457401237503,0.07717724805286763,0.07458823529411762,0.08433451118963486,0.0754315441002601,0.04966410748560457,0.09156626506024101,0.06388031346473522,0.1305961493852934,0.0921269095182139,0.06817640047675799,0.0938746773057968,0.06375271673508809,0.13690194220748464,0.09095295536791315,0.0999299556385711,0.08044350082566643,0.06315289648622979,0.09777777777777774,0.09453933124849656,0.13361072584373557,0.09836448598130842,0.07218434046555378,0.0974150311153662,0.04476897294709126,0.07595537621647286,0.04422013938956981,0.057327896378028265,0.08290535583272196,0.05406066536203524,0.05319401567323678,0.06471567927670707,0.041777993684721904,0.08759652509652505,0.10393325387365915,0.10560500360837144,0.07641196013289031,0.0584586017656884,0.09709873654656065,0.09995136186770426,0.09648711943793908,0.06252960682141162,0.06849987724036333,0.0790295460004804,0.03692084942084939,0.1190589353612167,0.07662650602409637,0.08756652152878563,0.11061739943872784,
5,0.07708678174509342,0.09690193337992081,0.1006616257088847,0.08158946625911123,0.0,0.11005917159763312,0.106333795654184,0.08558030480656509,0.018826937002172306,0.07157894736842108,0.08664175618869685,0.016928657799274438,0.07836696386672926,0.10921582563373611,0.06182161396885322,0.1341911764705882,0.10715112242536451,0.0860290670417253,0.10841423948220064,0.08961929534168833,0.13745300751879697,0.10773611770289515,0.10821412090447624,0.0796439447177325,0.062013676019806674,0.10697781885397417,0.11032196969696972,0.13545725418290167,0.10667282382821519,0.06783625730994147,0.09648288973384034,0.06627497062279675,0.07154663518299886,0.054804270462633475,0.09745861506178599,0.11949535824803614,0.10317084713677238,0.07617051013277432,0.09948979591836737,0.09095182138660396,0.10398860398860399,0.10250946969696972,0.11853959222380273,0.07790068251353255,0.057345971563981024,0.10543352601156064,0.13190984578884934,0.10702727693018954,0.07047529852493561,0.11865211200759374,0.09368346344925482,0.05965909090909094,0.11308256446652476,0.09362408153590895,0.10399809614469302,0.11965811965811968,
6,0.10441670667306768,0.11385785595436182,0.07713159191720054,0.09565008411439557,0.11005917159763312,0.0,0.12246342614440775,0.12618147448015127,0.10572582561178423,0.10033206831119545,0.12311320754716981,0.1049250535331906,0.10865430337612936,0.019432370237790875,0.09160487921549865,0.1503635937133474,0.11842728564661298,0.11549429657794674,0.11837121212121215,0.04924148221835367,0.07748062984253934,0.023748723186925447,0.12479397221568167,0.11749408983451537,0.09223416965352449,0.12222746578574795,0.025739041794087703,0.1516144127281236,0.12411681582666034,0.10864954041951447,0.038102447640676274,0.0832134292565947,0.08081296878780542,0.08603701033405431,0.11444206519152988,0.03562275756022548,0.061534628799202795,0.09179548156956008,0.12042502951593859,0.0900726392251816,0.03523447401774393,0.046698468491087164,0.06507537688442211,0.1123274631128034,0.08811524609843935,0.12331997170478659,0.04928498467824316,0.12228517469310674,0.09743346007604559,0.04894750190210495,0.08822091886608019,0.07798165137614677,0.07101918764016946,0.084396467124632,0.017944116893104378,0.13517338995046002,
7,0.09541715628672154,0.11353104726598706,0.11618062088428971,0.09801169590643277,0.106333795654184,0.12246342614440775,0.0,0.11425260718424102,0.10032512772875057,0.09107806691449816,0.0931807566557683,0.10041841004184104,0.09699230589881092,0.12296436157658719,0.08290398126463705,0.11155192532088687,0.013404825737265424,0.10679385760818982,0.016780155642023398,0.0971401559914914,0.08462657613967017,0.12151300236406615,0.008530343650987038,0.08754681647940077,0.08263108614232206,0.009022189709826822,0.12361405991979235,0.11421260758315888,0.008286619546673202,0.09752715507279874,0.11789672247111527,0.08634772462077012,0.09078114004222382,0.07014643363249884,0.1154113557358053,0.1337126600284495,0.11292227734467286,0.09511687109465405,0.11906955320128976,0.10288258729786737,0.12311320754716981,0.12731535756154744,0.13710247349823323,0.08358841535201322,0.07945463093559002,0.011687363038714427,0.14821807882936044,0.009026591851671095,0.08955571063037915,0.1376709099481377,0.1136950904392765,0.08172851103804601,0.12635549269212631,0.11100636342210701,0.1182744726238445,0.022428083861530945,
8,0.05138721351025333,0.07701421800947872,0.07777510233566098,0.07139457401237503,0.08558030480656509,0.12618147448015127,0.11425260718424102,0.0,0.08254938852304794,0.0772481803240197,0.09948622139187291,0.08127208480565373,0.05522352378675588,0.12180094786729856,0.06612941455321164,0.1459770114942529,0.11508120649651976,0.06443914081145585,0.11764705882352944,0.09947891994315494,0.15211267605633805,0.12123368920521949,0.11742949607027275,0.09342074455631,0.0663192799621033,0.11576753878212553,0.1237869822485207,0.14806325922530372,0.11676300578034682,0.07349142991312518,0.10955323193916355,0.07648858554954108,0.07818052594171998,0.06279733587059944,0.07847321005215746,0.10323984526112184,0.08168674698795175,0.08362532118663868,0.0842551188514945,0.06893250359023462,0.1170465337132004,0.11642214860388078,0.0995900651073065,0.08994584412526485,0.063035204567079,0.11422613531047265,0.13166069295101557,0.11625752663270028,0.08065650644783118,0.10151917048468773,0.071566265060241,0.0703958283953543,0.13139891483840527,0.06913222141648534,0.1179828734538535,0.1284722222222222,
9,0.07263232850700219,0.09214218896164639,0.09675124496087262,0.07717724805286763,0.018826937002172306,0.10572582561178423,0.10032512772875057,0.08254938852304794,0.0,0.06851243547630226,0.08092892329345536,0.011656143759106397,0.07259014847984913,0.10442435775451953,0.05731880625296071,0.12921089063221047,0.10113926993722389,0.08074387947269301,0.10329619312906224,0.08566682486948263,0.13281434300542583,0.10202622169249109,0.10354412786657397,0.07659774436090228,0.0570549242424242,0.1018561484918794,0.10463733650416174,0.13221430213842267,0.1019935095039407,0.06793159990630127,0.09071377417044646,0.05997638724911447,0.06707750651813227,0.04932094353109362,0.09314299087292299,0.11562350692785472,0.0992638328188079,0.07268053283477449,0.09476135040745048,0.08702830188679245,0.09871244635193133,0.09859824186267518,0.11423131841980005,0.07392536608408129,0.05234356412086605,0.10118356927361338,0.12720343020485947,0.10190343546889513,0.0660399529964747,0.1138908744341196,0.09155597722960152,0.05651864165281406,0.10831353919239906,0.08922198429693073,0.10052531041069723,0.11459058223150076,
10,0.04553079319434461,0.09175593851886354,0.09228584950307617,0.07458823529411762,0.07157894736842108,0.10033206831119545,0.09107806691449816,0.0772481803240197,0.06851243547630226,0.0,0.08282781147923468,0.06812309137890538,0.07183098591549297,0.09676652401331431,0.026826347305389242,0.12177121771217714,0.09143787808282922,0.05671570953962979,0.09361207897793267,0.07666745786850226,0.12697290930506477,0.09480705097665554,0.09255393180236604,0.07221570926143028,0.027046433700335104,0.09128919860627183,0.09788548348776427,0.1230733839429492,0.09276437847866414,0.060407398735659146,0.09259259259259256,0.06109022556390975,0.03949258018190527,0.05049786628733999,0.09452852153667057,0.10973282442748089,0.08980755523877404,0.07102934326967858,0.09392393320964754,0.07717724805286763,0.09874198908141463,0.09907779616930712,0.09249940091061581,0.07134447845538028,0.025930372148859515,0.09061338289962828,0.12488129154795824,0.09177509293680297,0.06576175988766675,0.11340450771055754,0.06511850610485992,0.05627807992433198,0.11276244397263502,0.06314525810324134,0.09375,0.1049210770659239,
