Number of genomes	Core genome
1	390	#
1	600	#
1	524	#
1	599	#
1	552	#
1	547	#
1	575	#
1	579	#
1	590	#
1	539	#
1	590	#
1	602	#
1	588	#
1	591	#
1	608	#
1	385	#
1	583	#
1	579	#
1	374	#
1	388	#
1	590	#
2	2	#
2	6	#
2	8	#
2	6	#
2	41	#
2	2	#
2	19	#
2	7	#
2	7	#
2	2	#
2	2	#
2	7	#
2	10	#
2	7	#
2	32	#
2	6	#
2	9	#
2	2	#
2	8	#
2	14	#
2	10	#
3	2	#
3	6	#
3	2	#
3	2	#
3	2	#
3	8	#
3	1	#
3	1	#
3	11	#
3	2	#
3	71	#
3	2	#
3	7	#
3	7	#
3	2	#
3	9	#
3	2	#
3	2	#
3	1	#
3	2	#
3	1	#
4	2	#
4	2	#
4	2	#
4	6	#
4	1	#
4	1	#
4	2	#
4	7	#
4	1	#
4	6	#
4	2	#
4	2	#
4	2	#
4	1	#
4	6	#
4	1	#
4	2	#
4	2	#
4	2	#
4	6	#
4	6	#
5	2	#
5	1	#
5	2	#
5	2	#
5	2	#
5	1	#
5	2	#
5	1	#
5	1	#
5	1	#
5	1	#
5	1	#
5	1	#
5	2	#
5	2	#
5	2	#
5	2	#
5	2	#
5	2	#
5	1	#
5	2	#
6	1	#
6	2	#
6	2	#
6	2	#
6	1	#
6	2	#
6	2	#
6	2	#
6	2	#
6	1	#
6	2	#
6	1	#
6	1	#
6	2	#
6	2	#
6	2	#
6	2	#
6	2	#
6	2	#
6	1	#
6	1	#
7	1	#
7	1	#
7	1	#
7	1	#
7	1	#
7	1	#
7	2	#
7	1	#
7	2	#
7	1	#
7	1	#
7	2	#
7	1	#
7	2	#
7	1	#
7	2	#
7	2	#
7	2	#
7	1	#
7	2	#
7	1	#
8	1	#
8	1	#
8	1	#
8	1	#
8	1	#
8	1	#
8	1	#
8	1	#
8	1	#
8	1	#
8	1	#
8	2	#
8	1	#
8	1	#
8	1	#
8	1	#
8	2	#
8	1	#
8	1	#
8	1	#
8	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
9	1	#
10	1	#
10	1	#
10	1	#
