Number of genomes	Core genome
1	1797	#
1	1616	#
1	1692	#
1	1652	#
1	1600	#
1	1695	#
1	1674	#
1	1672	#
1	1735	#
1	1705	#
1	1694	#
1	1700	#
1	1645	#
1	1675	#
1	1858	#
1	1764	#
1	1645	#
1	1669	#
1	1791	#
1	1619	#
1	1821	#
1	1869	#
1	1629	#
1	1661	#
1	1860	#
1	1796	#
1	1682	#
1	1706	#
1	1698	#
1	1878	#
1	1725	#
1	1755	#
1	1698	#
1	1859	#
1	1703	#
1	1642	#
1	1664	#
1	1708	#
1	1712	#
1	1741	#
1	1809	#
1	1751	#
1	1708	#
1	1890	#
1	1625	#
1	1643	#
1	1699	#
1	1702	#
1	1649	#
1	1725	#
1	1709	#
2	1152	#
2	1194	#
2	1155	#
2	1146	#
2	1262	#
2	1415	#
2	1187	#
2	1153	#
2	1625	#
2	1306	#
2	1303	#
2	1257	#
2	1222	#
2	1266	#
2	1428	#
2	1265	#
2	1165	#
2	1126	#
2	1306	#
2	1263	#
2	1214	#
2	1259	#
2	1277	#
2	1206	#
2	1207	#
2	1233	#
2	1269	#
2	1180	#
2	1222	#
2	1287	#
2	1196	#
2	1162	#
2	1129	#
2	1329	#
2	1265	#
2	1201	#
2	1220	#
2	1317	#
2	1204	#
2	1185	#
2	1191	#
2	1267	#
2	1254	#
2	1204	#
2	1282	#
2	1166	#
2	1314	#
2	1267	#
2	1398	#
2	1367	#
2	1194	#
3	1091	#
3	1159	#
3	1197	#
3	1120	#
3	1124	#
3	1085	#
3	1176	#
3	1202	#
3	1152	#
3	1089	#
3	1064	#
3	1090	#
3	1255	#
3	1087	#
3	1250	#
3	1181	#
3	1160	#
3	1087	#
3	1131	#
3	1168	#
3	1181	#
3	1136	#
3	1291	#
3	1125	#
3	1075	#
3	1162	#
3	1269	#
3	1097	#
3	1170	#
3	1174	#
3	1118	#
3	1098	#
3	1065	#
3	1194	#
3	1155	#
3	1210	#
3	1470	#
3	1108	#
3	1096	#
3	1175	#
3	1097	#
3	1185	#
3	1277	#
3	1210	#
3	1240	#
3	1144	#
3	1174	#
3	1115	#
3	1122	#
3	1239	#
3	1171	#
4	1116	#
4	1025	#
4	1132	#
4	1052	#
4	1121	#
4	1105	#
4	1126	#
4	1073	#
4	1050	#
4	1097	#
4	1196	#
4	1103	#
4	1097	#
4	1235	#
4	1037	#
4	1094	#
4	1051	#
4	1052	#
4	1051	#
4	1134	#
4	1024	#
4	1095	#
4	1128	#
4	1088	#
4	1105	#
4	1105	#
4	1141	#
4	1027	#
4	1121	#
4	1021	#
4	1034	#
4	1086	#
4	1063	#
4	1052	#
4	1194	#
4	1089	#
4	1100	#
4	1093	#
4	1124	#
4	1034	#
4	1112	#
4	1071	#
4	1065	#
4	1024	#
4	1074	#
4	1224	#
4	1087	#
4	1193	#
4	1224	#
4	1057	#
4	1023	#
5	1055	#
5	1088	#
5	1111	#
5	1035	#
5	1034	#
5	1114	#
5	1051	#
5	1083	#
5	1108	#
5	1043	#
5	1021	#
5	1005	#
5	1033	#
5	1013	#
5	1090	#
5	988	#
5	1048	#
5	1017	#
5	1017	#
5	1008	#
5	1055	#
5	1103	#
5	1113	#
5	1087	#
5	1065	#
5	1018	#
5	1026	#
5	1018	#
5	996	#
5	1055	#
5	1031	#
5	1094	#
5	1039	#
